No,ErrorCode,Name,Action,Image,Name_En,Action_En,Name_Ch,Action_Ch,Name_Kr,Action_Kr
672,310651,EQ_DRESS2_SERVO_ON_TIMEOUT_ERROR,,,,,,,,
673,310652,EQ_DRESS2_SERVO_IS_OFF,,,,,,,,
674,310653,EQ_DRESS2_ERROR_END,,,,,,,,
675,310654,DOOR_LOCK_SKIP_ALARM,,,,,,,,
676,310655,GRD_LEFTDOOR_NOTOPEN_ERROR,,,,,,,,
677,310656,GRD_LEFTDOOR_NOTCLOSE_ERROR,,,,,,,,
678,310657,GRD_RIGHTDOOR_NOTOPEN_ERROR,,,,,,,,
679,310658,GRD_RIGHTDOOR_NOTCLOSE_ERROR,,,,,,,,
680,310659,SAFETY_DOOR_LOCK_ALARM_ERROR,,,,,,,,
681,310660,LDR_MAGAZINE_EMPTY_ERROR,,,,,,,,
682,310661,Work_Finish,,,,,,,,
